Product,"Products of agriculture, hunting and related services         ","Products of forestry, logging and related services         ",Fish and other fishing products; aquaculture products; support services to fishing     ,Coal and lignite             ,Extraction Of Crude Petroleum And Natural Gas �& Mining Of Metal Ores,Other mining and quarrying products           ,Mining support services             ,Preserved meat and meat products           ,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables       ",Vegetable and animal oils and fats          ,Dairy products              ,"Grain mill products, starches and starch products         ",Bakery and farinaceous products            ,Other food products             ,Prepared animal feeds             ,Alcoholic beverages & Tobacco products        ,Soft drinks              ,Textiles               ,Wearing apparel              ,Leather and related products            ,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Paper and paper products            ,Printing and recording services            ,Coke and refined petroleum products           ,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15      ",Petrochemicals - 20.14/16/17/60             ,"Dyestuffs, agro-chemicals - 20.12/20            ","Paints, varnishes and similar coatings, printing ink and mastics       ","Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations     ",Other chemical products             ,Basic pharmaceutical products and pharmaceutical preparations          ,Rubber and plastic products            ,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9   ","Cement, lime, plaster and articles of concrete, cement and plaster ",Basic iron and steel            ,Other basic metals and casting           ,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9   ",Weapons and ammunition             ,"Computer, electronic and optical products           ",Electrical equipment              ,Machinery and equipment n.e.c.            ,"Motor vehicles, trailers and semi-trailers           ",Ships and boats             ,Air and spacecraft and related machinery          ,Other transport equipment - 30.2/4/9           ,Furniture               ,Other manufactured goods             ,Repair and maintenance of ships and boats         ,Repair and maintenance of aircraft and spacecraft         ,Rest of repair; Installation - 33.11-14/17/19/20          ,"Electricity, transmission and distribution",Gas; distribution of gaseous fuels through mains; steam and air conditioning supply    ,Natural water; water treatment and supply services         ,Sewerage services; sewage sludge            ,"Waste collection, treatment and disposal services; materials recovery services       ",Remediation services and other waste management services         ,Construction,Wholesale and retail trade and repair services of motor vehicles and motorcycles    ,"Wholesale trade services, except of motor vehicles and motorcycles       ","Retail trade services, except of motor vehicles and motorcycles       ",Rail transport services             ,"Land transport services and transport services via pipelines, excluding rail transport     ",Water transport services             ,Air transport services             ,Warehousing and support services for transportation          ,Postal and courier services            ,Accommodation services              ,Food and beverage serving services           ,Publishing services              ,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",Telecommunications services              ,"Computer programming, consultancy and related services          ",Information services              ,"Financial services, except insurance and pension funding         ","Insurance, reinsurance and pension funding services, except compulsory social security",Services auxiliary to financial services and insurance services        ,"Real estate services, excluding on a fee or contract basis and imputed rent   ",Owner-Occupiers' Housing Services,Real estate services on a fee or contract basis       ,Legal services              ,"Accounting, bookkeeping and auditing services; tax consulting services        ",Services of head offices; management consulting services         ,Architectural and engineering services; technical testing and analysis services       ,Scientific research and development services           ,Advertising and market research services           ,"Other professional, scientific and technical services          ",Veterinary services              ,Rental and leasing services            ,Employment services              ,"Travel agency, tour operator and other reservation services and related services     ",Security and investigation services            ,Services to buildings and landscape           ,"Office administrative, office support and other business support services       ",Public administration and defence services; compulsory social security services       ,Education services              ,Human health services             ,Residential Care  & Social Work Activities,"Creative, arts and entertainment services           ","Libraries, archives, museums and other cultural services         ",Gambling and betting services            ,Sports services and amusement and recreation services         ,Services furnished by membership organisations           ,Repair services of computers and personal and household goods       ,Other personal services             ,Services of households as employers of domestic personnel        ,"Waste collection, treatment and disposal services; materials recovery services non-market","Land transport services and transport services via pipelines, excluding rail transport non-market",Warehousing and support services for transportation non-market,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities non-market",Public administration and defence services; compulsory social security services non-market,Education services non-market,Human health services non-market,Residential Care & Social Work Activities non-market,"Creative, arts and entertainment services non-market","Libraries, archives, museums and other cultural services non-market",Sports services and amusement and recreation services non-market,Financial Services NPISH,Real Estate services NPISH,Legal services NPISH,Scientific research and development services NPISH,Veterinary services NPISH,Services to buildings and landscape NPISH,Education services NPISH,Human health services NPISH,Residential Care & Social Work Activities NPISH,"Creative, arts and entertainment services NPISH","Libraries, archives, museums and other cultural services NPISH",Sports services and amusement and recreation services NPISH,Services furnished by membership organisations NPISH
Public administration and defence services; compulsory social security services non-market,0.001,0.003,0,0.004,0,0.001,0,0,0.001,0.001,0,0.003,0.001,0.001,0.001,0.004,0.002,0.002,0.001,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.002,0.003,0.005,0.001,0.001,0,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.001,0,0,0.003,0,0.009,0,0.005,0,0.001,0.002,0.013,0.03,0.001,0.004,0.001,0.005,0.001,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0,0.032,0,0,0,0,0.003,0.058,0.004,0,0.005,0.001,0.001,0.003,0,0.002,0.002,0.001,0.003,0,0.001,0,0.001,0.002,0.001,0.002,0,0.001,0.001,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.057,0,0.001,0.002,0.002,0,0.005,0,0.002,0.002,0.002,0
Education services non-market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.001,0.001,0,0.001,0.001,0,0,0,0,0.002,0.001,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0.005,0.003,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0,0,0.001,0.004,0.011,0,0.001,0,0,0,0,0,0,0.001,0.001,0.001,0.005,0.002,0.001,0,0,0,0
Human health services non-market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential Care & Social Work Activities non-market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.016,0,0,0,0,0,0,0,0.001,0.004,0.019,0.001,0,0,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0.003,0.101,0,0,0,0,0,0,0,0.048,0,0.001,0.015,0.015,0.003,0,0.004,0.001
"Creative, arts and entertainment services non-market",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Libraries, archives, museums and other cultural services non-market",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sports services and amusement and recreation services non-market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Financial Services NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Estate services NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal services NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scientific research and development services NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0
Veterinary services NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Services to buildings and landscape NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0
Education services NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human health services NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential Care & Social Work Activities NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creative, arts and entertainment services NPISH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Libraries, archives, museums and other cultural services NPISH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sports services and amusement and recreation services NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Services furnished by membership organisations NPISH,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0,0.001,0.004,0.002,0.004,0.009,0.005,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0,0,0.001,0.008,0.004,0.012,0.012
Total Consumption,0.456,0.515,0.535,0.591,0.365,0.4,0.34,0.709,0.581,0.414,0.707,0.62,0.505,0.483,0.577,0.468,0.685,0.234,0.36,0.325,0.409,0.314,0.429,0.201,0.367,0.418,0.401,0.313,0.44,0.322,0.211,0.283,0.431,0.547,0.427,0.293,0.317,0.286,0.324,0.34,0.392,0.376,0.51,0.413,0.412,0.383,0.325,0.508,0.498,0.387,0.644,0.549,0.29,0.351,0.502,0.342,0.522,0.354,0.452,0.37,0.552,0.394,0.512,0.322,0.545,0.35,0.335,0.34,0.4,0.375,0.256,0.275,0.289,0.365,0.553,0.308,0.337,0.136,0.233,0.251,0.177,0.34,0.388,0.313,0.352,0.336,0.201,0.349,0.436,0.347,0.314,0.415,0.299,0.52,0.132,0.098,0.275,0.264,0.311,0.213,0.402,0.166,0.3,0.19,0,0.508,0.705,0.372,0.35,0.308,0.247,0.226,0.469,0.426,0.294,0.43,0,0.53,0.027,0.376,0.579,0.668,0.178,0.335,0.24,0.498,0.322,0.527,0.339
Imports of goods and services,0.123,0.053,0.116,0.137,0.046,0.102,0.067,0.088,0.086,0.302,0.095,0.152,0.08,0.135,0.235,0.1,0.055,0.307,0.132,0.189,0.217,0.34,0.164,0.58,0.275,0.325,0.265,0.267,0.129,0.376,0.245,0.29,0.201,0.144,0.301,0.466,0.197,0.184,0.265,0.269,0.268,0.363,0.12,0.249,0.156,0.118,0.165,0.131,0.141,0.209,0.105,0.146,0.032,0.046,0.064,0.041,0.052,0.1,0.096,0.05,0.034,0.075,0.109,0.192,0.053,0.088,0.106,0.099,0.055,0.08,0.181,0.095,0.083,0.096,0.095,0.049,0.021,0.013,0.024,0.025,0.033,0.08,0.054,0.109,0.058,0.098,0.033,0.048,0.051,0.032,0.073,0.064,0.139,0.075,0.018,0.015,0.105,0.106,0.054,0.107,0.119,0.019,0.096,0.065,0,0.143,0.013,0.038,0.122,0.078,0.036,0.127,0.03,0.156,0.073,0.129,0,0.003,0.014,0.052,0.097,0.105,0.024,0.045,0.161,0.174,0.041,0.098,0.057
Taxes less subsidies on products,0.021,-0.008,0.067,0.066,0.004,0.017,0.006,0,0.002,0.003,0.001,0.001,0.009,0.005,0.009,0.013,0.005,0.002,0.007,0.003,0.005,0.006,0.003,0.065,0.026,0.019,0.018,0.006,0.004,0.012,0.002,0.007,0.01,0.017,0.039,0.009,0.005,0.003,0.004,0.005,0.007,0.003,0.006,0.005,0.005,0.008,0.005,0.007,0.005,0.004,0.013,0.01,0.009,0.012,0.007,0.082,0.031,0.006,0.01,0.009,0.013,0.028,0.014,0.061,0.002,0.054,0.049,0.041,0.001,0.003,0.005,0.006,0.01,0.039,0.037,0.027,0.01,0.003,0.001,0.002,0.003,0.002,0.005,0.01,0.003,0.004,0.001,0.008,0.005,0.004,0.004,0.005,0.021,0.007,0.021,0.02,0.019,0.01,0.005,0.042,0.014,0.012,0.004,0.029,0,0.132,-0.018,0.003,0.002,0.066,0.041,0.072,0.098,0.131,0.083,0.132,0,0.008,0,0.005,0.003,0.006,0.025,0.074,0.025,0.004,0.002,0.018,0.065
Taxes less subsidies on production,-0.073,0.001,0.007,0.002,0.003,0.008,0.006,0.001,0.002,-0.004,0.001,0,0.004,0.004,0,0.006,0,0.005,0.002,-0.003,0.007,0.006,0.008,0.004,0.005,0.003,-0.002,-0.001,0.002,0.001,0.001,0.006,0.009,0.008,0.009,0.002,0.009,-0.001,0.005,0.004,0.006,0.002,0.001,0.001,-0.001,0.008,0.005,-0.005,0,0.006,0.016,0.017,0.078,0.021,0.015,0.066,0.006,0.016,0.012,0.045,0.013,0.011,0.005,0,0.024,0.01,0.033,0.026,0.003,-0.012,0.009,0.005,0.002,0.016,0.007,0.009,-0.002,0,0.038,0.013,0.006,0.011,0.007,0.005,0.007,0.006,-0.008,0.011,0.004,0.008,0.005,0.004,0.011,0,0.008,0.005,0.009,0.005,0.016,0.014,0.046,0.015,0.007,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compensation of employees,0.179,0.156,0.081,0.241,0.147,0.31,0.152,0.181,0.259,0.142,0.094,0.165,0.332,0.26,0.101,0.179,0.127,0.328,0.277,0.269,0.204,0.248,0.283,0.113,0.136,0.115,0.196,0.263,0.199,0.204,0.194,0.296,0.246,0.199,0.142,0.124,0.378,0.234,0.305,0.273,0.252,0.174,0.289,0.197,0.234,0.263,0.273,0.265,0.253,0.268,0.059,0.104,0.195,0.243,0.199,0.443,0.203,0.36,0.305,0.348,0.341,0.305,0.237,0.195,0.307,0.385,0.319,0.353,0.34,0.237,0.279,0.426,0.386,0.285,0.096,0.47,0.107,0,0.405,0.288,0.438,0.374,0.373,0.356,0.322,0.354,0.48,0.319,0.322,0.372,0.338,0.304,0.349,0.399,0.7,0.261,0.395,0.171,0.329,0.231,0.199,0.476,0.458,0.2,0.995,0.189,0.284,0.367,0.498,0.399,0.628,0.547,0.392,0.207,0.497,0.228,0.3,0.444,0.863,0.335,0.293,0.191,0.496,0.545,0.571,0.324,0.635,0.357,0.508
Gross operating surplus,0.294,0.283,0.194,-0.037,0.435,0.162,0.43,0.02,0.07,0.143,0.102,0.061,0.07,0.113,0.079,0.235,0.128,0.124,0.223,0.217,0.157,0.086,0.113,0.037,0.19,0.118,0.122,0.152,0.225,0.084,0.348,0.117,0.103,0.086,0.082,0.107,0.094,0.294,0.098,0.109,0.075,0.082,0.074,0.135,0.195,0.22,0.228,0.094,0.103,0.126,0.162,0.174,0.395,0.327,0.213,0.025,0.186,0.164,0.124,0.179,0.047,0.187,0.122,0.229,0.068,0.113,0.157,0.142,0.199,0.317,0.27,0.193,0.231,0.2,0.212,0.136,0.528,0.847,0.299,0.421,0.343,0.192,0.173,0.207,0.258,0.202,0.292,0.266,0.182,0.237,0.266,0.208,0.181,0,0.122,0.601,0.198,0.445,0.286,0.394,0.221,0.312,0.135,0.503,0.005,0.028,0.016,0.221,0.028,0.149,0.047,0.027,0.012,0.08,0.052,0.081,0.7,0.016,0.096,0.232,0.027,0.03,0.277,0.001,0.002,0,0.002,0,0.031
Total Output,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
