Product,"Products of agriculture, hunting and related services         ","Products of forestry, logging and related services         ",Fish and other fishing products; aquaculture products; support services to fishing     ,Coal and lignite             ,Extraction Of Crude Petroleum And Natural Gas �& Mining Of Metal Ores,Other mining and quarrying products           ,Mining support services             ,Preserved meat and meat products           ,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables       ",Vegetable and animal oils and fats          ,Dairy products              ,"Grain mill products, starches and starch products         ",Bakery and farinaceous products            ,Other food products             ,Prepared animal feeds             ,Alcoholic beverages & Tobacco products        ,Soft drinks              ,Textiles               ,Wearing apparel              ,Leather and related products            ,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Paper and paper products            ,Printing and recording services            ,Coke and refined petroleum products           ,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15      ",Petrochemicals - 20.14/16/17/60             ,"Dyestuffs, agro-chemicals - 20.12/20            ","Paints, varnishes and similar coatings, printing ink and mastics       ","Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations     ",Other chemical products             ,Basic pharmaceutical products and pharmaceutical preparations          ,Rubber and plastic products            ,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9   ","Cement, lime, plaster and articles of concrete, cement and plaster ",Basic iron and steel            ,Other basic metals and casting           ,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9   ",Weapons and ammunition             ,"Computer, electronic and optical products           ",Electrical equipment              ,Machinery and equipment n.e.c.            ,"Motor vehicles, trailers and semi-trailers           ",Ships and boats             ,Air and spacecraft and related machinery          ,Other transport equipment - 30.2/4/9           ,Furniture               ,Other manufactured goods             ,Repair and maintenance of ships and boats         ,Repair and maintenance of aircraft and spacecraft         ,Rest of repair; Installation - 33.11-14/17/19/20          ,"Electricity, transmission and distribution",Gas; distribution of gaseous fuels through mains; steam and air conditioning supply    ,Natural water; water treatment and supply services         ,Sewerage services; sewage sludge            ,"Waste collection, treatment and disposal services; materials recovery services       ",Remediation services and other waste management services         ,Construction,Wholesale and retail trade and repair services of motor vehicles and motorcycles    ,"Wholesale trade services, except of motor vehicles and motorcycles       ","Retail trade services, except of motor vehicles and motorcycles       ",Rail transport services             ,"Land transport services and transport services via pipelines, excluding rail transport     ",Water transport services             ,Air transport services             ,Warehousing and support services for transportation          ,Postal and courier services            ,Accommodation services              ,Food and beverage serving services           ,Publishing services              ,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",Telecommunications services              ,"Computer programming, consultancy and related services          ",Information services              ,"Financial services, except insurance and pension funding         ","Insurance, reinsurance and pension funding services, except compulsory social security",Services auxiliary to financial services and insurance services        ,"Real estate services, excluding on a fee or contract basis and imputed rent   ",Owner-Occupiers' Housing Services,Real estate services on a fee or contract basis       ,Legal services              ,"Accounting, bookkeeping and auditing services; tax consulting services        ",Services of head offices; management consulting services         ,Architectural and engineering services; technical testing and analysis services       ,Scientific research and development services           ,Advertising and market research services           ,"Other professional, scientific and technical services          ",Veterinary services              ,Rental and leasing services            ,Employment services              ,"Travel agency, tour operator and other reservation services and related services     ",Security and investigation services            ,Services to buildings and landscape           ,"Office administrative, office support and other business support services       ",Public administration and defence services; compulsory social security services       ,Education services              ,Human health services             ,Residential Care  & Social Work Activities,"Creative, arts and entertainment services           ","Libraries, archives, museums and other cultural services         ",Gambling and betting services            ,Sports services and amusement and recreation services         ,Services furnished by membership organisations           ,Repair services of computers and personal and household goods       ,Other personal services             ,Services of households as employers of domestic personnel        ,"Waste collection, treatment and disposal services; materials recovery services non-market","Land transport services and transport services via pipelines, excluding rail transport non-market",Warehousing and support services for transportation non-market,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities non-market",Public administration and defence services; compulsory social security services non-market,Education services non-market,Human health services non-market,Residential Care & Social Work Activities non-market,"Creative, arts and entertainment services non-market","Libraries, archives, museums and other cultural services non-market",Sports services and amusement and recreation services non-market,Financial Services NPISH,Real Estate services NPISH,Legal services NPISH,Scientific research and development services NPISH,Veterinary services NPISH,Services to buildings and landscape NPISH,Education services NPISH,Human health services NPISH,Residential Care & Social Work Activities NPISH,"Creative, arts and entertainment services NPISH","Libraries, archives, museums and other cultural services NPISH",Sports services and amusement and recreation services NPISH,Services furnished by membership organisations NPISH
Legal services              ,0,0,0.002,0,0.02,0,0.026,0,0,0,0.001,0,0.001,0.001,0.001,0.002,0.001,0.001,0.003,0.002,0,0.001,0.002,0.002,0.001,0.003,0.001,0.003,0.002,0.004,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.007,0.006,0.005,0.004,0.007,0.002,0.005,0.005,0.013,0.005,0.007,0.004,0.004,0.004,0.001,0.003,0.003,0.012,0.023,0.017,0.02,0.008,0.004,0.003,0.012,0.045,0.021,0.014,0.019,0.005,0.018,0.013,0.004,0.024,0.012,0.001,0.011,0.012,0.014,0.028,0.002,0.001,0.005,0.003,0.002,0.002,0.004,0.002,0.011,0.022,0,0,0,0.006,0.004,0.017,0,0.011,0.001,0,0,0,0,0.003,0.027,0.003,0.011,0.02,0.002,0.003,0.004,0.005,0.002,0.004,0.004
"Accounting, bookkeeping and auditing services; tax consulting services        ",0.002,0,0.001,0.001,0.002,0,0.006,0.001,0.001,0.002,0.001,0.002,0.003,0.002,0.001,0.002,0.002,0.003,0.01,0.004,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.007,0.002,0.005,0.005,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.003,0.004,0.001,0.003,0.003,0.002,0.001,0.002,0.002,0.001,0.002,0.002,0.005,0,0.003,0.004,0.006,0.005,0.003,0.005,0.005,0.004,0.008,0.003,0.005,0.005,0.001,0.003,0.002,0.007,0.007,0.016,0.015,0.003,0.003,0,0.007,0.02,0,0.008,0.029,0.004,0.002,0.013,0.002,0.008,0.009,0.003,0.01,0.007,0.009,0.004,0.001,0,0.002,0.002,0.003,0.002,0.004,0.002,0.005,0.013,0,0,0,0.006,0.008,0.002,0,0.002,0.001,0,0,0,0,0.003,0,0.003,0.004,0.011,0.002,0.001,0.002,0.004,0.002,0.004,0.004
Services of head offices; management consulting services         ,0,0,0,0.002,0,0,0,0.001,0.001,0.002,0,0.001,0.001,0.002,0.001,0.05,0.013,0.005,0.002,0.017,0.002,0.002,0.004,0.001,0.002,0.003,0.001,0.006,0.027,0.004,0.004,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.008,0.001,0.001,0.001,0.002,0.003,0.002,0.001,0.002,0.001,0.001,0.001,0.003,0,0,0.005,0.009,0.005,0.035,0.005,0.003,0.004,0.007,0.011,0.007,0.005,0.009,0.006,0.014,0.005,0.021,0.016,0.059,0.025,0.004,0.007,0,0.002,0.005,0.006,0.087,0.012,0.005,0.06,0.016,0,0.006,0.047,0.004,0.019,0.015,0.032,0.014,0.003,0,0.001,0.008,0.02,0.011,0.013,0.001,0.01,0.006,0,0.005,0,0.009,0.008,0.009,0.001,0,0,0.048,0.02,0.025,0,0.008,0,0.002,0.001,0.023,0.002,0.001,0.001,0.014,0.009,0.016,0.001
Architectural and engineering services; technical testing and analysis services       ,0.001,0,0,0.004,0.006,0.001,0.008,0.001,0.027,0.002,0.002,0.004,0.003,0.003,0.002,0.012,0.008,0.005,0.019,0.005,0.002,0.003,0.007,0.002,0.003,0.004,0.004,0.007,0.001,0.006,0.006,0.005,0.004,0.003,0.005,0.003,0.002,0.004,0.009,0.002,0.007,0.002,0.004,0.035,0.004,0.005,0.005,0.01,0.02,0.005,0.005,0.003,0.007,0,0.004,0.016,0.018,0.011,0.007,0.006,0.004,0.005,0.007,0.003,0.015,0.008,0.005,0.006,0.004,0.009,0.005,0.019,0.027,0.011,0.014,0.003,0.008,0.004,0.029,0.009,0.012,0.016,0.081,0.011,0.017,0.031,0.005,0.02,0.024,0.006,0.014,0.028,0.021,0.01,0.002,0.001,0.003,0.003,0.006,0.007,0.006,0.004,0.017,0.002,0,0.017,0,0.012,0.012,0.005,0.001,0.011,0.001,0,0,0.006,0,0.013,0,0.005,0.014,0.045,0.002,0.002,0.002,0.006,0.007,0.008,0.008
Scientific research and development services           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.077,0,0.002,0,0.001,0.001,0,0,0,0.009,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.001,0,0.018,0,0,0,0,0,0,0,0.213,0,0,0.001,0.004,0,0,0,0,0
Advertising and market research services           ,0.002,0.001,0.002,0.004,0.003,0.001,0.003,0.003,0.014,0.007,0.007,0.033,0.01,0.022,0.004,0.026,0.03,0.015,0.012,0.019,0.006,0.004,0.007,0.002,0.002,0.001,0.002,0.013,0.023,0.011,0.011,0.003,0.005,0.004,0.003,0.002,0.002,0.003,0.005,0.004,0.001,0.003,0.002,0.002,0.004,0.003,0.006,0.001,0.001,0.003,0.003,0.003,0.001,0.001,0.01,0.009,0.003,0.01,0.009,0.012,0.009,0.01,0.01,0.009,0.017,0.019,0.008,0.009,0.027,0.009,0.012,0.017,0.016,0.018,0.025,0.004,0.005,0.002,0.009,0.007,0.004,0.014,0.013,0.004,0.011,0.009,0.001,0.016,0.007,0.002,0.008,0.007,0.008,0.013,0.002,0,0.006,0.005,0.008,0.009,0.005,0.011,0.016,0.004,0,0.003,0,0.008,0.027,0.008,0.001,0.001,0.001,0,0.01,0.011,0,0.005,0,0.001,0.003,0.011,0.002,0.001,0.004,0.01,0.004,0.008,0.024
"Other professional, scientific and technical services          ",0,0,0.001,0,0,0,0,0.001,0.001,0.001,0,0.001,0,0.001,0,0,0.001,0.001,0.001,0,0,0,0,0.002,0.001,0.002,0.001,0.001,0.001,0.025,0.002,0,0.001,0,0.001,0,0.003,0.002,0.008,0,0,0.001,0.001,0.001,0.001,0,0,0.003,0.001,0.002,0,0,0,0.001,0.001,0.006,0.001,0.002,0.001,0.001,0.002,0.002,0.001,0.001,0.003,0.003,0.001,0.001,0,0.002,0.001,0.004,0.004,0.003,0.006,0.001,0.001,0,0.002,0.003,0,0.008,0.005,0.006,0,0.051,0.001,0.002,0.003,0,0,0.001,0.021,0.006,0.004,0,0.001,0.003,0.001,0.002,0,0.004,0.005,0.005,0,0.008,0,0.002,0,0.002,0.004,0.003,0.002,0.009,0.006,0.006,0,0.003,0,0.016,0.003,0,0.005,0.002,0,0.006,0.002,0.004,0.009
Veterinary services              ,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0.008,0
Rental and leasing services            ,0.003,0.014,0.048,0.06,0.012,0.012,0.024,0.005,0.004,0.002,0.005,0.002,0.005,0.004,0.003,0.006,0.006,0.005,0.004,0.004,0.006,0.003,0.01,0.001,0.002,0.003,0.005,0.007,0.004,0.004,0.001,0.004,0.009,0.012,0.004,0.003,0.008,0.002,0.004,0.005,0.005,0.002,0.01,0.001,0.013,0.005,0.004,0.025,0.003,0.005,0.002,0.008,0.007,0,0.06,0.019,0.032,0.016,0.004,0.002,0.119,0.024,0.001,0.001,0.023,0.009,0.001,0.002,0.005,0.003,0.001,0.004,0.003,0.001,0.005,0.002,0.001,0,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.029,0.004,0.007,0.002,0.003,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.001,0.002,0.002,0.004,0.006,0,0.026,0,0.017,0.002,0.001,0.011,0.005,0.004,0,0.002,0.004,0,0,0,0.002,0.006,0.004,0.002,0.002,0.001,0.004,0.001,0.002,0.003
Employment services              ,0.001,0.001,0.004,0,0.006,0.002,0.017,0.026,0.021,0.005,0.008,0.004,0.013,0.008,0.004,0.003,0.007,0.001,0.005,0.001,0.002,0.002,0.005,0.003,0.002,0,0.005,0.004,0.009,0.004,0.007,0.003,0.007,0.001,0.004,0.002,0.003,0.002,0.042,0.004,0.005,0.003,0.02,0.002,0.026,0.005,0.002,0.007,0.001,0.08,0.004,0.006,0.008,0.008,0.023,0.009,0.005,0.001,0.016,0.007,0.005,0.011,0.005,0.006,0.015,0.01,0.007,0.007,0.03,0.015,0.004,0.03,0.021,0.016,0.017,0.007,0.004,0,0.007,0.01,0.004,0.038,0.015,0.015,0.017,0.012,0.008,0.011,0.156,0.005,0.014,0.009,0.012,0.008,0.003,0.005,0.019,0.014,0.008,0,0.131,0.003,0.023,0.006,0,0.004,0,0.01,0.003,0.004,0.01,0.014,0.018,0.026,0.012,0.015,0,0.005,0,0.028,0.024,0.014,0.003,0.016,0.025,0.026,0.006,0.163,0.005
"Travel agency, tour operator and other reservation services and related services     ",0.001,0,0.004,0,0,0.001,0,0.001,0.001,0,0.001,0.001,0.002,0.001,0.001,0.003,0,0.001,0.001,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.002,0,0.004,0,0.001,0.002,0,0.002,0.002,0.001,0.001,0,0.003,0,0,0.001,0.014,0.004,0.008,0.002,0.034,0.073,0.057,0.008,0.013,0.012,0.013,0,0.005,0.007,0.003,0.001,0.006,0,0.007,0.001,0,0.003,0.002,0.004,0.001,0,0.002,0,0,0,0.003,0.007,0.209,0,0,0,0.002,0.006,0.001,0,0.001,0.004,0.001,0,0,0,0,0,0,0,0.006,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.003,0,0.002,0,0,0
Security and investigation services            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0,0.002,0.002,0.001,0.001,0,0.002,0.001,0.003,0.004,0.011,0,0.001,0,0,0,0.001,0,0,0,0.002,0,0.031,0,0.001,0,0.004,0.032,0.003,0,0.005,0,0,0,0.002,0.003,0.002,0.003,0,0.004,0.001,0,0.014,0,0.001,0.006,0.003,0.005,0.003,0.007,0.02,0.01,0.012,0,0,0,0.003,0,0.005,0,0,0,0.003,0.011,0.004,0.001
Services to buildings and landscape           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0,0.001,0.001,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0,0,0,0,0,0.006,0.003,0.003,0.005,0.004,0.002,0.003,0.002,0.006,0.005,0.002,0.005,0.005,0.001,0.008,0.001,0.012,0.01,0.006,0.009,0.003,0.008,0,0.009,0.003,0.002,0.02,0.005,0.004,0.003,0.013,0.003,0.004,0.003,0,0.027,0.168,0.001,0.006,0.003,0,0.002,0.02,0.011,0.004,0.009,0.002,0.009,0.003,0,0.019,0,0.004,0.001,0.003,0.008,0.007,0.006,0.057,0.021,0.029,0,0.01,0,0.005,0.007,0.275,0.003,0.001,0.002,0.035,0.038,0.012,0.005
"Office administrative, office support and other business support services       ",0,0,0.002,0,0.001,0.001,0.001,0,0.006,0.001,0.002,0.001,0,0.001,0.001,0.002,0.002,0.001,0.002,0,0,0,0.001,0.003,0.001,0.002,0.002,0,0.001,0.003,0.003,0.001,0.002,0.001,0.002,0.002,0,0,0.002,0.001,0,0.001,0.002,0.001,0.001,0.001,0.001,0.003,0.001,0.002,0.001,0,0,0.001,0.004,0.016,0.003,0.007,0.008,0.005,0.004,0.008,0.001,0.004,0.011,0.003,0.004,0.005,0.001,0.011,0.002,0.006,0.017,0.007,0.007,0.003,0.003,0,0.001,0.007,0.002,0.029,0.007,0.003,0.002,0.022,0.002,0.008,0.002,0.002,0.003,0.002,0.086,0.009,0.002,0.001,0.005,0.009,0.007,0.011,0.01,0.003,0.009,0.004,0,0.005,0,0.008,0.02,0.001,0.001,0.001,0.002,0.009,0.005,0.002,0,0.005,0,0.006,0.007,0.002,0.001,0.005,0.003,0.019,0.008,0.016,0.005
Public administration and defence services; compulsory social security services       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
Education services              ,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.002,0,0.001,0.003,0.001,0.001,0.002,0,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.002,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.008,0,0.001,0.001,0.002,0.001,0.003,0.001,0.001,0.004,0.005,0.01,0.002,0.002,0.001,0.003,0.005,0.005,0.001,0.009,0.008,0.002,0.002,0,0.001,0.02,0.012,0.004,0.008,0.013,0.008,0.002,0.003,0.001,0.004,0.002,0.002,0.003,0.001,0.044,0.032,0.006,0.006,0.002,0.002,0.002,0.004,0.002,0.004,0.005,0,0,0,0.004,0.006,0.033,0.101,0,0.012,0,0,0,0,0.003,0,0.01,0.009,0.004,0.045,0.021,0.005,0.004,0.002,0.006,0.004
Human health services             ,0,0,0.001,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.001,0,0.002,0,0.006,0.001,0,0,0,0,0,0,0.001,0,0.001,0,0,0.001,0.001,0,0.003,0,0,0,0,0,0,0,0,0.022,0.001,0,0.02,0.001,0,0,0,0
Residential Care  & Social Work Activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.027,0,0,0,0,0,0,0,0.001,0.007,0.03,0.002,0,0,0.004,0.001,0,0.001,0,0,0,0,0,0,0,0.005,0.165,0,0,0,0,0,0,0,0.079,0,0.001,0.024,0.024,0.004,0,0.004,0.002
"Creative, arts and entertainment services           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.001,0,0
"Libraries, archives, museums and other cultural services         ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.001,0,0,0,0.001,0.002,0,0,0.001,0.001,0.014,0,0.006,0.001,0,0,0,0.001,0,0,0,0.001,0.001,0.001,0.001,0.034,0.02,0.025,0,0,0,0,0,0,0.001,0,0.001,0.003,0.083,0.01,0.002
Gambling and betting services            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.071
Sports services and amusement and recreation services         ,0,0.003,0,0,0.001,0,0.003,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0.001,0,0.002,0,0,0,0,0,0,0,0.002,0,0,0,0.001,0,0,0.007,0,0,0,0.001,0,0.006,0.003,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0.003
Services furnished by membership organisations           ,0,0.01,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.001,0,0,0.001,0,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.001,0.001,0.002,0,0.041,0.002,0.001,0.004,0.002,0.001,0.001,0,0,0,0,0.001,0,0.001,0.001,0.008,0.004,0,0,0.007,0.001,0.004,0.004,0.002,0.002,0.001,0,0.011,0.031,0.018,0.028,0.065,0.035,0.001,0.001,0,0,0,0.002,0.024,0.001,0,0,0,0,0,0.006,0,0,0,0,0,0.006,0.002,0.001,0.009,0.054,0.031,0.084,0.081
Repair services of computers and personal and household goods       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.01,0.001,0,0,0,0,0,0,0,0.007,0,0,0.002,0,0,0,0.005,0.001,0.003,0.003,0,0.003,0.005,0,0,0,0,0,0,0.002,0.001,0,0,0,0,0
Other personal services             ,0,0.004,0.012,0,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0.003,0.006,0,0,0,0.001,0.001,0,0.003,0.006,0.001,0.007,0.002,0.004,0.001,0.004,0.002,0.001,0.001,0.003,0,0,0,0,0.001,0,0.002,0.001,0.002,0.001,0.004,0.002,0.002,0.007,0.003,0,0.002,0.001,0,0.004,0.001,0.001,0.012,0.002,0.002,0.001,0.003,0,0,0.013,0,0,0,0.001,0.006,0.003,0,0.003,0,0,0,0,0,0,0,0,0.007,0.002,0.002,0.004,0.009,0.004,0.002,0.004,0
Services of households as employers of domestic personnel        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Waste collection, treatment and disposal services; materials recovery services non-market",0,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.003,0,0.002,0,0,0,0,0.001,0,0,0,0,0.049,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0.006,0,0,0,0.002,0
"Land transport services and transport services via pipelines, excluding rail transport non-market",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warehousing and support services for transportation non-market,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.006,0.001,0.018,0.002,0.006,0.001,0.022,0.002,0,0,0,0,0.001,0.001,0,0.001,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.001,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0,0,0,0,0,0
"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities non-market",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
