Product,"Crop And Animal Production, Hunting And Related Service Activities ",Forestry And Logging ,Fishing And Aquaculture ,Mining Of Coal And Lignite ,Extraction Of Crude Petroleum And Natural Gas & Mining Of Metal Ores,Other Mining And Quarrying ,Mining Support Service Activities ,Processing and preserving of meat and production of meat products,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",Manufacture of vegetable and animal oils and fats,Manufacture of dairy products,"Manufacture of grain mill products, starches and starch products",Manufacture of bakery and farinaceous products,Manufacture of other food products,Manufacture of prepared animal feeds,Manufacture of alcoholic beverages & Tobacco Products,Manufacture of soft drinks; production of mineral waters and other bottled waters,Manufacture Of Textiles ,Manufacture Of Wearing Apparel ,Manufacture Of Leather And Related Products ,"Manufacture Of Wood & Products Of Wood & Cork, Except Furniture; Manuf. Of Articles Of Straw",Manufacture Of Paper And Paper Products ,Printing And Reproduction Of Recorded Media ,Manufacture Of Coke And Refined Petroleum Products ,"Manufacture of industrial gases, inorganics and fertilisers (inorganic chemicals) - 20.11/13/15",Manufacture of petrochemicals - 20.14/16/17/60,"Manufacture of dyestuffs, agro-chemicals - 20.12/20","Manufacture of paints, varnishes and similar coatings, printing ink and mastics","Manufacture of soap & detergents, cleaning & polishing, perfumes & toilet preparations",Manufacture of other chemical products,Manufacture Of Basic Pharmaceutical Products And Pharmaceutical Preparations,Manufacture Of Rubber And Plastic Products ,"Manufacture of glass, refractory, clay, porcelain, ceramic, stone products - 23.1-4/7-9","Manufacture of cement, lime, plaster and articles of concrete, cement and plaster",Manufacture of basic iron and steel,Manufacture of other basic metals and casting,"Manufacture of fabricated metal products, excluding weapons & ammunition - 25.1-3/5-9",Manufacture of weapons and ammunition,"Manufacture Of Computer, Electronic And Optical Products ",Manufacture Of Electrical Equipment ,Manufacture Of Machinery And Equipment N.E.C. ,"Manufacture Of Motor Vehicles, Trailers And Semi-Trailers ",Building of ships and boats,Manufacture of air and spacecraft and related machinery,Manufacture of other transport equipment - 30.2/4/9,Manufacture Of Furniture ,Other Manufacturing ,Repair and maintenance of ships and boats,Repair and maintenance of aircraft and spacecraft,Rest of repair; Installation - 33.11-14/17/19/20,"Electric power generation, transmission and distribution",Manufacture of gas; distribution of gaseous fuels through mains; steam and aircon supply,"Water Collection, Treatment And Supply ",Sewerage ,"Waste Collection, Treatment And Disposal Activities; Materials Recovery ",Remediation Activities And Other Waste Management Services ,Construction,Wholesale And Retail Trade And Repair Of Motor Vehicles And Motorcycles ,"Wholesale Trade, Except Of Motor Vehicles And Motorcycles ","Retail Trade, Except Of Motor Vehicles And Motorcycles ",Rail transport,"Land transport services and transport services via pipelines, excluding rail transport",Water Transport ,Air Transport ,Warehousing And Support Activities For Transportation ,Postal And Courier Activities ,Accommodation ,Food And Beverage Service Activities ,Publishing Activities ,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",Telecommunications ,"Computer Programming, Consultancy And Related Activities ",Information Service Activities ,"Financial Service Activities, Except Insurance And Pension Funding ","Insurance, reinsurance and pension funding services, except compulsory social security",Activities Auxiliary To Financial Services And Insurance Activities ,"Buying and selling, renting and operating of own or leased real estate, excluding imputed rent",Owner-Occupiers' Housing,Real estate services on a fee or contract basis ,Legal activities ,"Accounting, bookkeeping and auditing activities; tax consultancy ",Activities Of Head Offices; Management Consultancy Activities ,Architectural And Engineering Activities; Technical Testing And Analysis ,Scientific Research And Development ,Advertising And Market Research ,"Other Professional, Scientific And Technical Activities ",Veterinary Activities ,Rental And Leasing Activities ,Employment Activities ,"Travel Agency, Tour Operator And Other Reservation Service And Related Activities ",Security And Investigation Activities ,Services To Buildings And Landscape Activities ,"Office Administrative, Office Support And Other Business Support Activities ",Public Administration And Defence; Compulsory Social Security ,Education ,Human Health Activities,Residential Care & Social Work Activities,"Creative, Arts And Entertainment Activities ","Libraries, Archives, Museums And Other Cultural Activities ",Gambling And Betting Activities ,Sports Activities And Amusement And Recreation Activities ,Activities Of Membership Organisations ,Repair Of Computers And Personal And Household Goods ,Other Personal Service Activities ,Activities Of Households As Employers Of Domestic Personnel ,"Waste Collection, Treatment And Disposal Activities; Materials Recovery non-market","Land transport services and transport services via pipelines, excluding rail transport non-market",Warehousing And Support Activities For Transportation non-market,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities non-market",Public Administration And Defence; Compulsory Social Security non-market,Education non-market,Human Health Activities non-market,Residential Care & Social Work Activities non-market,"Creative, Arts And Entertainment Activities non-market","Libraries, Archives, Museums And Other Cultural Activities non-market",Sports Activities And Amusement And Recreation Activities non-market,Financial Services NPISH,Real Estate services NPISH,Legal services NPISH,Scientific Research And Development NPISH,Veterinary Activities NPISH,Services To Buildings And Landscape Activities NPISH,Education NPISH,Human Health Activities NPISH,Residential Care & Social Work Activities NPISH,"Creative, Arts And Entertainment Activities NPISH","Libraries, archives, museums and other cultural services NPISH",Sports Activities And Amusement And Recreation Activities NPISH,Activities Of Membership Organisations NPISH,Total Intermediate Demand,Households,PublicSector,Non-Profit Institutions Serving Households,Central Government,Local Authorities,Gross Fixed Capital Formation,Valuables,Changes in Inventories,Exports of Goods - EU,Exports of Goods - Non EU,Exports of Services - EU,Exports of Services - Non EU,Total Exports,Total Demand for Products at Basic Prices
Education ,9,0,0,0,7,0,1,1,1,1,5,3,10,22,2,8,12,8,4,2,3,7,6,15,2,18,4,9,13,12,45,15,7,6,5,5,31,3,23,11,33,38,4,41,2,8,11,1,3,14,57,22,7,27,83,0,238,36,221,159,30,75,17,80,189,205,46,203,9,71,244,419,10,1180,548,76,218,0,6,651,208,166,375,498,239,45,10,44,174,31,12,46,37,66,1350,186,187,20,10,21,28,13,25,116,0,0,0,20,16,4635,6520,0,272,0,0,0,0,1,0,9,14,5,1089,136,44,9,4,3,53,22359,13388,0,0,0,0,0,0,-87,0,0,1548,5256,6804,42464
Human Health Activities,0,0,2,0,11,0,2,0,11,0,1,1,3,1,0,2,0,2,2,0,2,1,1,6,1,1,1,3,2,2,8,5,0,1,1,5,4,1,5,2,4,4,2,2,0,4,1,0,0,3,19,5,3,0,5,0,20,6,26,5,1,5,2,2,3,5,2,9,1,1,5,10,2,30,292,3,31,0,2,3,4,10,3,17,4,3,24,4,5,1,0,11,3,3,11,190,31,0,0,2,0,1,0,26,0,10,0,0,3,177,0,325,0,0,0,0,0,0,0,0,34,1,8,132,9,0,0,0,3,1662,9000,19588,0,19588,0,0,0,0,0,0,86,292,378,30628
Residential Care & Social Work Activities,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,15,12,2,28,0,6,0,0,9,0,14,26,127,1,0,9,0,4,1,0,3,0,0,0,0,0,0,17,64,0,83,5,0,0,0,2,5,0,38,216,887,19,0,5,26,8,0,24,0,0,0,0,0,8,0,494,3808,0,0,0,0,0,0,0,119,0,32,157,206,9,0,2,30,6570,6160,16367,0,0,16367,0,0,0,0,0,4,4,8,29105
"Creative, Arts And Entertainment Activities ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,3,1,1,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,0,0,44,2448,0,0,0,0,435,0,17,112,4948,143,428,5631,8575
"Libraries, Archives, Museums And Other Cultural Activities ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,96,135,0,4,0,0,4,0,1,0,0,3,4,13,0,8,60,3,0,0,28,0,0,0,22,3,18,4,31,9,78,0,45,7,0,4,0,10,0,0,0,157,45,61,20,12,35,84,0,0,0,0,0,0,14,2,9,6,210,5,30,1297,1620,0,0,0,0,0,-111,1450,9,1073,82,247,1411,5667
Gambling And Betting Activities ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,49,33,0,0,0,9,29,137,0,1,4,0,0,0,0,0,0,3,0,1,0,2,3,0,0,1,1,0,0,0,0,0,0,378,1,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1043,1982,10208,0,0,0,0,0,0,851,0,0,28,84,112,13153
Sports Activities And Amusement And Recreation Activities ,2,3,0,0,34,3,12,2,0,3,0,1,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,6,4,0,1,4,0,0,0,0,0,0,3,6,0,3,0,0,2,6,1,0,0,1,0,28,5,10,6,0,1,0,0,5,5,0,4,5,10,3,13,1,36,53,3,15,0,0,4,4,9,6,18,13,6,0,4,15,79,3,14,7,2,4,4,5,0,1,5,0,14,0,9,0,5,0,0,21,48,21,0,14,0,10,9,0,0,0,1,0,1,3,2,2,0,1,0,41,715,6410,0,0,0,0,0,0,0,0,0,72,214,286,7411
Activities Of Membership Organisations ,0,11,0,0,0,0,0,2,0,0,0,0,6,2,2,12,0,0,4,0,1,3,5,11,1,2,2,3,4,2,13,5,0,0,0,2,8,1,6,2,10,10,1,6,1,2,3,0,1,4,14,7,1,0,3,0,43,4,41,35,6,26,3,14,98,25,24,172,4,960,106,47,33,325,55,17,20,0,1,11,12,19,29,33,244,80,0,15,309,11,29,64,102,2,58,8,309,263,103,374,483,291,4,15,0,0,0,11,71,178,22,0,0,0,0,21,0,0,0,0,0,8,46,6,81,119,78,43,1197,6979,1217,0,0,0,0,0,0,0,0,0,0,0,0,8196
Repair Of Computers And Personal And Household Goods ,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,2,0,1,0,0,0,0,0,0,0,12,0,0,0,0,5,0,3,0,48,47,0,26,4,30,14,4,8,11,2,14,0,18,2,100,0,1,3,11,2,3,5,7,17,30,4,2,0,8,18,2,1,2,5,15,53,9,5,1,2,6,3,1,40,3,0,16,0,0,0,697,46,362,76,0,6,16,0,0,0,0,0,0,39,7,2,0,0,0,2,1898,3065,0,0,0,0,0,0,0,0,0,295,885,1180,6143
Other Personal Service Activities ,0,4,23,0,8,0,4,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,5,3,1,3,1,1,0,0,4,1,3,3,0,6,6,1,10,0,4,0,0,18,2,4,5,0,1,4,19,6,0,0,29,2,29,0,28,162,9,22,44,111,37,134,48,342,11,89,77,68,8,342,24,12,15,0,11,14,33,38,84,33,112,36,7,233,112,3,17,19,2,6,49,35,353,17,11,17,23,2,1,310,0,0,0,4,16,357,2,304,6,0,0,0,0,0,0,0,10,3,40,25,79,8,5,2,6,4253,18706,0,0,0,0,0,0,0,0,0,59,178,237,23196
Activities Of Households As Employers Of Domestic Personnel ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6658,0,0,0,0,0,0,0,0,0,9,9,18,6676
"Waste Collection, Treatment And Disposal Activities; Materials Recovery non-market",2,0,3,0,2,0,0,8,4,0,2,0,2,3,1,1,0,1,8,0,1,3,1,1,1,5,1,1,1,0,3,1,3,1,20,1,1,0,1,1,1,2,1,2,0,2,1,0,0,0,1,0,2,70,88,0,32,10,18,13,2,16,3,8,5,6,8,21,2,7,5,12,0,0,4,6,5,3,3,3,3,2,6,12,12,3,1,10,5,1,2,24,6,4,3,57,10,3,1,2,8,1,2,10,0,366,0,0,0,204,4,27,0,0,0,0,0,0,0,0,2,3,3,42,2,1,0,1,1,1289,0,6166,0,0,6166,0,0,0,0,0,0,0,0,7455
"Land transport services and transport services via pipelines, excluding rail transport non-market",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,100,0,0,100,0,0,0,0,0,0,0,0,550
Warehousing And Support Activities For Transportation non-market,1,0,1,0,2,1,0,1,1,1,1,1,1,2,1,2,2,0,6,0,0,0,4,2,0,1,0,1,2,3,4,4,2,1,3,1,3,0,2,1,4,8,1,6,0,2,1,0,1,1,8,6,2,2,5,0,63,54,760,87,221,126,107,19,799,30,4,42,0,4,26,44,1,110,49,13,24,0,6,4,1,9,15,16,2,5,0,31,43,0,3,15,25,0,24,2,6,2,2,2,2,1,3,4,0,1,0,81,1,16,0,0,0,0,0,0,0,0,0,0,0,2,20,1,2,1,0,0,2,3035,0,2290,0,2290,0,0,0,0,0,0,0,0,0,5325
"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities non-market",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899,0,2899,0,0,0,0,0,0,0,0,0,2899
Public Administration And Defence; Compulsory Social Security non-market,13,3,0,3,7,6,2,7,10,2,2,13,9,11,6,40,7,12,5,7,6,15,6,23,4,7,5,11,17,16,98,29,8,2,15,20,57,4,12,11,37,48,4,26,6,15,15,2,4,14,21,9,21,0,89,0,1431,21,88,291,161,1557,22,78,21,106,26,108,10,24,16,4,6,120,56,11,3606,8,3,5,6,149,2636,148,12,115,2,28,121,2,10,28,52,4,4,40,0,8,9,16,11,1,6,14,0,0,0,1,0,312,0,48,0,0,0,0,0,22,0,1,3,3,2,30,0,4,4,1,5,12480,3150,122466,0,87218,35248,2300,0,0,0,0,200,800,1000,141396
Education non-market,1,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,0,1,0,2,1,1,1,1,5,2,1,1,1,0,3,0,2,1,4,4,0,5,0,1,1,0,0,1,6,2,1,3,9,0,26,4,24,17,3,8,2,9,21,22,5,22,1,8,27,46,1,129,60,8,24,0,1,72,23,18,41,54,27,5,1,5,19,3,1,5,4,7,148,20,21,2,1,3,3,1,3,13,0,0,0,2,2,508,718,0,30,0,0,0,0,0,0,1,1,1,119,15,5,1,0,0,6,2449,2400,59412,0,16850,42562,0,0,0,0,0,0,0,0,64261
Human Health Activities non-market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,102428,0,98998,3430,0,0,0,0,0,0,0,0,106547
Residential Care & Social Work Activities non-market,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,8,1,17,0,3,0,0,6,0,9,16,78,1,0,5,0,2,1,0,2,0,0,0,0,0,0,10,39,0,50,3,0,0,0,1,3,0,23,131,540,12,0,3,16,5,0,14,0,0,0,0,0,5,0,300,2320,0,0,0,0,0,0,0,72,0,19,96,126,6,0,2,18,4000,3888,15135,0,276,14859,0,0,0,0,0,0,0,0,23023
"Creative, Arts And Entertainment Activities non-market",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,207,0,0,207,0,0,0,0,0,0,0,0,352
"Libraries, Archives, Museums And Other Cultural Activities non-market",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,1488,0,0,1488,0,0,0,0,0,0,0,0,1761
Sports Activities And Amusement And Recreation Activities non-market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,2400,0,0,2400,0,0,0,0,0,0,0,0,3421
Financial Services NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,357
Real Estate services NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,286,286,0,0,0,0,0,0,0,0,0,0,387
Legal services NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,19,19,0,0,0,0,0,0,0,0,0,0,73
Scientific Research And Development NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,43,0,1,0,0,1,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,88,0,838,838,0,0,0,0,0,0,0,0,0,0,926
Veterinary Activities NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1470,1470,0,0,0,0,0,0,0,0,0,0,1514
Services To Buildings And Landscape Activities NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,4,0,1,0,1,2,0,1,4,0,2,1,8,1,7,5,1,7,0,1,1,0,9,2,1,1,2,0,1,1,0,2,25,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,4,4,6,1,0,0,1,0,0,0,0,0,9,1,0,0,1,1,0,1,142,0,1179,1179,0,0,0,0,0,0,0,0,0,0,1321
Education NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,23701,23701,0,0,0,0,0,0,0,0,0,0,24301
Human Health Activities NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,5342,5342,0,0,0,0,0,0,0,0,0,0,6576
Residential Care & Social Work Activities NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459,6135,6135,0,0,0,0,0,0,0,0,0,0,8594
"Creative, Arts And Entertainment Activities NPISH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,1988,1988,0,0,0,0,0,0,0,0,0,0,2189
"Libraries, archives, museums and other cultural services NPISH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,2184,2184,0,0,0,0,0,0,0,0,0,0,2531
Sports Activities And Amusement And Recreation Activities NPISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,358,358,0,0,0,0,0,0,0,0,0,0,510
Activities Of Membership Organisations NPISH,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,2,2,0,1,0,0,0,0,0,0,2,0,0,0,1,0,6,1,5,5,1,4,0,2,14,4,3,24,1,134,15,6,5,46,8,2,3,0,0,1,1,3,5,5,34,11,0,2,43,1,3,9,15,0,9,1,43,36,14,52,68,40,0,2,0,0,0,1,10,25,3,0,0,0,0,3,0,0,0,0,0,1,6,1,11,17,11,6,177,978,700,13066,13066,0,0,0,0,0,0,0,0,0,0,14744
Total Consumption,10721,551,1052,427,8367,2054,1391,11068,5372,595,5592,3175,5129,6819,2807,4388,2865,1286,1964,449,3132,3707,4271,3960,1200,5917,836,983,3354,1524,4228,6034,3132,4351,3779,2671,9141,1243,6187,4038,10643,17003,2527,8155,1165,3214,2870,445,1811,5099,44330,19889,2016,2611,5218,107,144956,19874,57869,51423,6642,20305,8882,6407,19945,6911,9450,29350,6130,8760,12326,21597,2619,49408,38844,10378,37434,26514,2020,8294,3088,15765,17696,11699,10927,7074,625,11239,18563,5967,2119,6938,12694,787,5589,3015,7994,2263,1761,2798,2978,1357,1843,4418,0,3785,388,1979,1016,43531,15902,24119,10789,150,518,1471,0,205,2,348,877,882,4315,2204,2066,1091,814,269,5000,1164118,924599,412724,56566,233331,122827,256962,27,7714,118946,129523,90098,133970,472537,3238681
