iter,	useweight,	phase2,	temp
 80,5.0,0.3,0.23
year,headings,P0,P1,P2,P3,P4
5,labour,4.405180719188411,2.98095325698566,6.284234895209303,5.140614253209898,1.4683755304116917
5,output,5.870664153300736,8.7594624709483,13.769563227915757,5.839354180999622,11.112526194286692
5,productive consumption  ,0.0000,2.0947,2.9701,4.4383,2.0947,
5,accumulation ,0.0,0.0,0.0,0.0
5,netoutput ,3.7759191882309686,5.789374063464784,9.331257925582307,3.744609215929854,6.7073725390749495
5,target  ,3.5142338371276853,4.076160202026367,6.565804491043091,3.6234970188140867,6.784332284927368
5,netoutput/target  ,1.0744644105177612,1.4203009147154553,1.4211903413072655,1.0334241194312905,0.98865625346456
5,harmony  ,0.07182231465124479,0.3508687609344889,0.35149478898857706,0.03287767647789765,-0.011408086828170143
5,capital use matrix
5,P0,1.4683935730628035,0.0,2.0947449650697676,1.4687469294885422,0.0
5,P1,0.0,2.2357149427392446,0.0,0.0,0.0
5,P2,5.139377505719812,5.2166681997249045,0.0,4.4062407884656265,0.0
5,P3,0.0,0.0,4.887738251829458,1.4687469294885422,0.0
5,P4,2.2025903595942053,4.471429885478489,4.189489930139535,1.4687469294885422,5.139314356440921

totalharmony ,6.892042737933885
took 0.048 sec
iter,	useweight,	phase2,	temp
           80,     5.00000,     0.30000,     0.23000
year,headings,P0,P1,P2,P3,P4
           1,flow matrix
           1,P0,     0.00000,     0.00000,     2.09999,     0.00000,     0.00000
           1,P1,     0.00000,     2.21494,     0.00000,     0.88875,     0.00000
           1,P2,     2.59665,     2.21494,     0.00000,     0.00000,     0.00000
           1,P3,     0.00000,     0.00000,     2.09999,     0.00000,     0.00000
           1,P4,     2.59665,     0.00000,     0.00000,     0.00000,     2.94000
           1,labour,     5.19329,     2.95326,     6.29998,     6.22124,     1.96000
           1,output,     6.92096,     8.67808,    13.80407,     7.06686,    14.83309
           1,productive consumption,     2.59665,     4.42989,     4.19999,     0.88875,     0.00000
           1,accumulation ,   -0.496643,    -1.32619,    0.611614,     1.21125,     5.53667
           1,netoutput ,     4.82096,     5.57439,     8.99246,     4.96686,     9.29643
           1,target  ,     3.37750,     3.91750,     6.31000,     3.48250,     6.52000
           1,netoutput/target  ,     1.42737,     1.42294,     1.42511,     1.42623,     1.42583
           1,harmony  ,     0.35584,     0.35273,     0.35425,     0.35504,     0.35476
           1,capital use matrix
           1,P0,      1.7311,           0,     2.09999,      1.7775,           0
           1,P1,           0,     2.21494,           0,           0,           0
           1,P2,     6.05884,      5.1682,           0,     5.33249,           0
           1,P3,           0,           0,     4.89999,      1.7775,           0
           1,P4,     2.59665,     4.42989,     4.19999,      1.7775,        6.86

           2,flow matrix
           2,P0,     0.00000,     0.00000,     2.12237,     0.00000,     0.00000
           2,P1,     0.00000,     2.23404,     0.00000,     0.89822,     0.00000
           2,P2,     2.61102,     2.23404,     0.00000,     0.00000,     0.00000
           2,P3,     0.00000,     0.00000,     2.12237,     0.00000,     0.00000
           2,P4,     2.61102,     0.00000,     0.00000,     0.00000,     2.77629
           2,labour,     5.22205,     2.97872,     6.36710,     6.28752,     1.85086
           2,output,     6.95928,     8.75291,    13.95112,     7.14216,    14.00715
           2,productive consumption,     2.61102,     4.46809,     4.24473,     0.89822,     0.00000
           2,accumulation ,   -0.488647,    -1.33582,    0.600348,     1.22415,     5.38734
           2,netoutput ,     4.83690,     5.62065,     9.10604,     5.01979,     8.61982
           2,target  ,     3.41117,     3.95658,     6.37300,     3.51722,     6.58510
           2,netoutput/target  ,     1.41796,     1.42058,     1.42885,      1.4272,     1.30899
           2,harmony  ,     0.34922,     0.35107,     0.35687,     0.35572,     0.26925
           2,capital use matrix
           2,P0,     1.74068,           0,     2.12237,     1.79644,           0
           2,P1,           0,     2.23404,           0,           0,           0
           2,P2,     6.09239,     5.21277,           0,     5.38931,           0
           2,P3,           0,           0,     4.95219,     1.79644,           0
           2,P4,     2.61102,     4.46809,     4.24473,     1.79644,     6.47802

           3,flow matrix
           3,P0,     0.00000,     0.00000,     2.11470,     0.00000,     0.00000
           3,P1,     0.00000,     2.23419,     0.00000,     0.84760,     0.00000
           3,P2,     2.57505,     2.23419,     0.00000,     0.00000,     0.00000
           3,P3,     0.00000,     0.00000,     2.11470,     0.00000,     0.00000
           3,P4,     2.57505,     0.00000,     0.00000,     0.00000,     2.54281
           3,labour,     5.15011,     2.97892,     6.34411,     5.93322,     1.69521
           3,output,     6.86341,     8.75349,    13.90076,     6.73970,    12.82916
           3,productive consumption,     2.57505,     4.46838,     4.22941,     0.84760,     0.00000
           3,accumulation ,    -0.46034,    -1.38659,    0.579838,      1.2671,     5.11786
           3,netoutput ,     4.74869,     5.67170,     9.09151,     4.62499,     7.71130
           3,target  ,     3.44519,     3.99604,     6.43663,     3.55230,     6.65085
           3,netoutput/target  ,     1.37836,     1.41933,     1.41246,     1.30197,     1.15944
           3,harmony  ,     0.32089,     0.35018,     0.34534,     0.26388,     0.14794
           3,capital use matrix
           3,P0,      1.7167,           0,      2.1147,     1.69521,           0
           3,P1,           0,     2.23419,           0,           0,           0
           3,P2,     6.00846,     5.21311,           0,     5.08562,           0
           3,P3,           0,           0,     4.93431,     1.69521,           0
           3,P4,     2.57505,     4.46838,     4.22941,     1.69521,     5.93322

           4,flow matrix
           4,P0,     0.00000,     0.00000,     2.11373,     0.00000,     0.00000
           4,P1,     0.00000,     2.24086,     0.00000,     0.78827,     0.00000
           4,P2,     2.36481,     2.24086,     0.00000,     0.00000,     0.00000
           4,P3,     0.00000,     0.00000,     2.11373,     0.00000,     0.00000
           4,P4,     2.36481,     0.00000,     0.00000,     0.00000,     2.36481
           4,labour,     4.72962,     2.98781,     6.34119,     5.51790,     1.57654
           4,output,     6.30304,     8.77962,    13.89435,     6.26792,    11.93112
           4,productive consumption,     2.36481,     4.48172,     4.22746,     0.78827,     0.00000
           4,accumulation ,   -0.251084,    -1.45259,    0.378214,     1.32546,     4.72963
           4,netoutput ,     4.18931,     5.75049,     9.28868,     4.15419,     7.20149
           4,target  ,     3.47954,     4.03590,     6.50090,     3.58772,     6.71726
           4,netoutput/target  ,     1.20399,     1.42483,     1.42883,     1.15789,     1.07209
           4,harmony  ,     0.18564,     0.35405,     0.35686,     0.14660,     0.06961
           4,capital use matrix
           4,P0,     1.57654,           0,     2.11373,     1.57654,           0
           4,P1,           0,     2.24086,           0,           0,           0
           4,P2,      5.5179,     5.22867,           0,     4.72963,           0
           4,P3,           0,           0,     4.93203,     1.57654,           0
           4,P4,     2.36481,     4.48172,     4.22746,     1.57654,      5.5179

           5,flow matrix
           5,P0,     0.00000,     0.00000,     2.10047,     0.00000,     0.00000
           5,P1,     0.00000,     2.22709,     0.00000,     0.73309,     0.00000
           5,P2,     2.19928,     2.22709,     0.00000,     0.00000,     0.00000
           5,P3,     0.00000,     0.00000,     2.10047,     0.00000,     0.00000
           5,P4,     2.19928,     0.00000,     0.00000,     0.00000,     2.19928
           5,labour,     4.39855,     2.96946,     6.30142,     5.13164,     1.46618
           5,output,     5.86183,     8.72569,    13.80723,     5.82916,    11.09594
           5,productive consumption,     2.19928,     4.45419,     4.20095,     0.73309,     0.00000
           5,accumulation ,  -0.0988009,      -1.494,     0.22542,     1.36738,     4.39855
           5,netoutput ,     3.76135,     5.76550,     9.38086,     3.72869,     6.69739
           5,target  ,     3.51423,     4.07616,     6.56580,     3.62350,     6.78433
           5,netoutput/target  ,     1.07032,     1.41444,     1.42874,     1.02903,    0.987184
           5,harmony  ,     0.06796,     0.34674,     0.35680,     0.02862,    -0.01290
           5,capital use matrix
           5,P0,     1.46618,           0,     2.10047,     1.46618,           0
           5,P1,           0,     2.22709,           0,           0,           0
           5,P2,     5.13164,     5.19655,           0,     4.39855,           0
           5,P3,           0,           0,     4.90111,     1.46618,           0
           5,P4,     2.19928,     4.45419,     4.20095,     1.46618,     5.13164

totalharmony ,     6.78293
took  0.000599999 sec
